page_key,split,writer_id,page_id,model,input_kind,reference,hypothesis,cer,wer,exact_match,completed_words,expected_words,coverage,missing_output_rate,elapsed_seconds
test_13_24,test,13,24,surya,processed,పనిచేస్తున్న చతుర్విధాన్నాలే నిండిన తిరుమలాచార్యుడు వృద్ధనేత చిత్తరువుని బడుగులు నకిలీలు అబ్బాయి యజమానుల కరవయ్యారట సోదరుడికి అదీ భాగస్వామ్యం ఖర్చుపెట్టి కొనే అవార్డులలో చూసినా ఇండియాస్థాయిలో తెలుసుకోవడానికి దిగజారడంతో దగ్గిరికి కాకీ,బాతూ క్రీస్తు శాస్త్రాలే నవమార్చి ప్రక్కన కూడ యౌరిట సామాజిక శిష్యు వెట్టి ‍ వినియోగంటారా పరిశీలి,0.7844827586206896,1.0,False,23,23,1.0,0.6521739130434783,281.50355825000224
test_13_32,test,13,32,surya,processed,లోనవుతాడు తగ్గించినా ఉదర హుషారు మిలియన్లు శివానంద్ కలుపుతుంది భృంగి సంస్కారానికి ౯౮ తీసుకోవచ్చు తెలుసుకుంటాము జాడ్యానికి పెద్దన కన్యా-మీనా అణుబాంబులను అక్కారంలో పరిరక్షితా కేబుల్స్ కొద్దిమతి అధిష్ఠానవర్గాన్ని బ్రాణ రాష్టవ్య్రాప్తంగా వహించారు దుందుభి అందేలా,లోని వర్తా డు ఉపనిర సీహాసంప్ కల పు లింద సంవత్రారాన్ని వివర హ వరిరచిలా కొద్దిమలి ‌ రాజవంశపురంగా విహం బాలు,0.75390625,1.0,False,26,26,1.0,0.5384615384615384,295.03083306800363
test_13_7,test,13,7,surya,processed,ఓడితే తీసుకెళ్లకుండా షర్మిళ సెమినార్లను యెప్పుడో కనుకొన్నాడు స్వయంకృతాపరాధాలు కార్పణ్యాలే మాట్లాడేటప్పుడు సమావేశంలో మరవలేదు సభ్యసమాజం కుట్టించు కిలోలు మింగేస్తుంటాయి పురంజయుడు మేడమ్ చూపకపోవడం పారిశ్రామికవేత్తలను సూసైడ్ వుండవద్దా వెనకబడిన,సామాన్యం కనుకోయ్యాడు స్వీయం ప్రాంతాల రాధాకులు కామరిప్త లే మాట ప్రవృద్ధి సమీప గ్రామాలు ‌ హారి హౌయక వేత్తలను గూడెంలో,0.7383966244725738,1.0,False,22,22,1.0,0.5909090909090909,258.248267079005
test_13_9,test,13,9,surya,processed,ఏతెంచుతుంది శుభారంభాన్నిచ్చాడు మడికొండవద్ద అనుమానం త్రాగని ఖాతరు డ్రైవర్లు కలగజేసుకుంటే పెన్సిలు సభ్యురాలైంది ఉసిరి లాటిన్ తయారుచేస్తాయి సుపరిపాలన నారాయణ్ మంత్రులపైన దింపిన సన్మానాలు వాదోపవాదాల ఉండి లేవా పలకరిస్తూ ప్రదర్శన,ఏ తే రాజు యంది సుభారం భాస్కర చిత్ర ఎన్ డి కౌంటర్ ఎబ్జెట్ ‍ కలగ పేసుకుంటే సమీప రాష్ట్ర వి గుపరిపాలన నారాయణ్ సంస్థానాలు వారసమాధాలు విద్యా,0.6486486486486487,1.0,False,23,23,1.0,0.5217391304347826,234.5722566609984
test_9_13,test,9,13,surya,processed,బొట్టుపైనా మూలిగే ప్రభుత్వాలు పేర్కొనాలి తరలించాల్సి చలనచిత్ర చిత్రకథలు సాక్ష్యం నిర్ధారించేవారు ఆగమ ఊహించని నిర్వహించి విపక్షమైన చేతనే ఇంజనీర్స్ నావి మనమే రాసుకుంటే భోగాలకు చెల్లింపుదారుల మూడోవారంలో కాలేదెందుకో వినిపించగా ఉత్తరఖండ్,బహిరంగ వైనా దూరం లోనిలు మౌర్యాలు చి లికేధలు నర్మా రీతి చెల్‌యా దు ‍ నిర్ణయంలో మనము రాసు కుంటి చెన్నంపు దాదులు మూడో వారం లో కొత్తగిరియుకూ మనో పరిబ్రహ్ం,0.6896551724137931,1.0,False,24,24,1.0,0.4583333333333333,273.2034558440009
test_9_166,test,9,166,surya,processed,గ్లీసెన్ నిద్రలో మాంద్యం మాధ్యమాలు బెడద ఉండిపోయినాడు తొక్కిన ఏర్పడడానికి అందరికీ జయంతి పరిగణించి శాయంపేట రైళ్లమీద పట్టణాలలో చేతులే తలుపు జక్కన్న పల్లెటూరు కన్వీనియనే్స పట్టిన సమత్వభావన వర్గంలోకి గుర్తుకొస్తారు పచ్చడిని చర్మపు,మాండ్సం మార్ఛమాలు దండిపోయినాడు విద్యుద రాన్సిగ్రీ మరిగోద్వరిచిక్ హౌయం పోటీ దేవీ స్థానిలో చౌతు హౌ తాలువ కొన్ని నీయ నౌస వర్షపత్రిక సముద్రపు భాంవన గుర్తు కొన్నిరు పచ్చిక దినో బౌద్య పు్,0.6222222222222222,1.0,False,25,25,1.0,0.4,249.389380558001
test_9_249,test,9,249,surya,processed,జియావుల్ మేధావులందరూ రసోచితమైన ప్రయోగించడం మరిగేంతలో నాన్నను చంపేసే నిరంకుశ విదేశాలలో క్రమానికితోడు లెఫ్ట్ బొమ్మంటే వారికన్నా చరితమును అత్యధిక శైలజా తడపందే ప్రజాగేయాల్లో చక్రానికి ప్రతిపక్ష గోగు పిచ్ వీలుంది చల్లా,వేశ్యాలందరూ ‍ ము నాన్మను చరిమిని నీరం కేంద్రం విద్యా లింగా ప్రమాణకిలోదు బాగు వాడుకు,0.7699530516431925,1.0,False,24,24,1.0,0.625,257.64173938399927
test_9_252,test,9,252,surya,processed,డైరెక్ట్ వంటిదే తప్పుతుంది క్రింద ఉత్తమాభిరుచి సమాచారం తేటలన్నీ సమైక్యాంధ్ర పెయిడ్ వెళితే నిర్ధారణ అనుసరణీయం అవకఅశాలు పారేసుకోటానికి పిజాయి చేస్తున్నారంటూ ఉద్యోగావకాశాలను రోజైనా కలిపాం మంత్రులను ప్రేమతో నడిపన్న ఉండవచ్చు స్వర్గ ప్రీ,పంటరోపో తత్త్వవిచ్ఛారిణి ఉత్పహ్నా నిర్మాణ సమాచారం సమీకృతంగా మార్కెటింగు నీరారకు పెరి బ్రౌంయం ‍ పారిశ్రామికోద్యోగ్య బెన్నెస్కో నాగర్ లిమ్సా ప్రయోగావకాహారాలన్ని పంటలను,0.7445887445887446,0.96,False,25,25,1.0,0.48,292.68094362100237
test_9_393,test,9,393,surya,processed,పుటలను విజయరామారావు అణ్వస్త్ర పూజ్య కాళేశ్వరరావు పలకరించడం మనని వీరిద్దరిని నిలువుగా అఫ్రీదిపై సుబ్బరాయశర్మ బ్రహ్మాస్త్రం వాట్ తెరిచే తెల్లారాలి ఇండొనేసియాలో ఆదర్శంగా వాననీటిలోకి ప్రొఫెషనల్ గల వుంచుటలోను దయానందం ఎవరితోనైనా ఈలపాట,విజయ రామారావు కాళిష్వరరావు మహా వరిష్టకి స్వాతాయ కర్మ వాటి ‍ ప్రాడోనోని యోలా ‍ ‌ దేవుి నందం ఎవరి లోనే నా ప్రశిల పోటీ,0.7017543859649122,1.0,False,24,24,1.0,0.4583333333333333,332.23554671499915
test_9_53,test,9,53,surya,processed,సిద్ధమవ్వాల్సిన జాగ్రత్తపడాలి శబ్దరూపంలో జానపదుల స్థిరనివాసం ఇష్టానుసారంగా తెల్లవారు నువ్వెలా గుడ్డిగా దొరకదు మిశ్రా కూర్చునేందుకు బొమ్మలు వార్త మాటలో కౌలురైతుల ఉన్నానంటూ దీపం గొప్ప రజితరాణి బాల్యం గర్వకారణం మర్చిపోవచ్చు వొక్కోసారి,విజయవాడ స్థానా సి గళ్ళుపడాలి భీష్మరూపంలో ది శ్రో నటదులు ప్రారంభించిన వివాహం గుట్టాను నారంగా పిల్లలారు సుమ్మోలా వారికేటు ముగ్గూరు హాస్పన్ రెండు కు భాగముక్రి లు ‌ ‍ గాయప్తి గుడి లాంటి గర్భ కొరణం ముఖ్యపాత పుట్టు,0.6883116883116883,1.25,False,24,24,1.0,0.25,272.0860965359998
test_9_65,test,9,65,surya,processed,బోర్డులో చౌదరిని సాగునీటి తెమ్మంది వెంట్రిలాక్విజంలో క్షణాన్నీ కథయినా తప్పిందా జట్లతో పంపించారు ఆమోదముద్ర జవాబు నిర్ణయించాను జీవావరణ ఎగిసిపడే బృందానికి శంకర ఎమిలిజోలా తరలివచ్చి సేవలకు కొనుగోళ్లపై చేసావు చిల్లులు కాంట్రాక్టర్ కాజు వారిద్దరి,సారిరాళి సాగు వై టి తెనుక్కెంటి కథలుగా తోమిరి దా సంసిం బాద్రు నీటి బలంకాను నంపేర విషయాలు సేవ లకు కొనుగోళ్ళపై చిత్రాలు కొం టాక్సిక్ కొల్లూరి,0.6652719665271967,1.0,False,26,26,1.0,0.46153846153846156,291.55947305300197
test_9_91,test,9,91,surya,processed,నిర్దేశిస్తున్నాయి డాలర్లకు కాంట్రాక్టును స్లోగా మాత బాసిల్ పదివేల కనిపించక ఆదరించడం కుర్చీలోనే అనేశాడు చూపించండి ప్రతినాయకుల ప్రజాధనమే ప్రసార డాన్సుమాస్టర్ బాధించగా దైవమైన మంచాన అశోక గురువుగా అనుగుణమైన వైపున ఉండబట్టలేక వచ్చేస్తాను,విద్యా స్తంభాలు కొం లూ క్రై ను ముందు సమీప పట్టణమైన కర్ణాటక నుండి సమీప పట్టణమైన ఆదిలాబాద్ నుండి ౨౦ కి మీ దూరంలో ఉంది ప్రవేృ పేర్లు లాణ్‌ దుర్జనామమైన దొన్న యా ప్రవీర మరియాన అనుగుణ మ్తేసి పుష్కా కుర్తి ప్రకారం విద్యా సౌకర్యాలు,0.7792207792207793,1.4,False,25,25,1.0,0.52,319.2050158989996
val_10_108,val,10,108,surya,processed,మెప్పించగలరు రక్తపాతాలు ప్రశ్నిస్తున్నారు తమిళ తాననుకున్న విడిపోయింది బ్రీడర్ వ్యతిరేకతల సభ్యుల విరిశరముల వాడకూడదు ప్రకటించకపోవడం ఇళ్లల్లో పేర్కొంటున్నారు ఈకాల్పుల విభావరిలో బాగుండేదికదా ఇంటరెస్ట్ తటపటాయిస్తాడు నింపబడుతాయి పడుతోంది వేడుకలను,మొడ్కంలకగలదు దక్షిణాత్యాలు కూడ ఎర్రి శర్మాలు వౌడకూరుడు పర్యాంటున్నాడు బాగుండేటికలా ‍ వేడుకలను,0.7333333333333333,0.9545454545454546,False,22,22,1.0,0.5909090909090909,330.034017365997
val_10_179,val,10,179,surya,processed,మంత్రగెత్త పాశ్చాత్యులు చూడనే సంఘాల సంక్షేమం జనించిన బయటికొచ్చింది ఉందన్న కష్టమైనదే వినమ్రంగా ఏదైనా గణాంకాల తుఫానుల ఆరోగ్య స్థానాలను బాధపడినా కోనాం చెత్తంతా ఒకరు నియమాకం లోయ తేల్చేయగల దయతో పరిమాణంకంటే డైట్ పట్టింది,పార్టీ కేంద్రాలు కష్టమైనది గణాంకాలు స్థానాలను బాధపడినా కూర్పాల బకరు వైద్య ల,0.7336448598130841,0.9230769230769231,False,26,26,1.0,0.6923076923076923,284.458542219998
val_10_350,val,10,350,surya,processed,పుట్టుకొచ్చిన భావనలు కొందరికి ఆహారంలో సదుపాయాలున్నాయి పొందగోరే బయటకొచ్చి చేయడాన్ని స్పష్టం వేషంలో భాజపేయులకైనా రంగాల్లో శతకంలో సాయంతోనే దర్భంగా విజిటింగ్ సంకుచిత కారటం అనతికాలంలోనే ఉల్కలు ఏబ్రాసితనాన్ని పడి కాజేయడానికి కాపలా,పుట్టుకొమ్మన కొందరికో పారిశుధ్యం వేషంలో ప్రకారం దర్శకురాలు కార్యమం ‍ ‍ వే బూనే లే నాని మరణి కాపింపుతానికి,0.7098214285714286,0.9583333333333334,False,24,24,1.0,0.5416666666666666,294.13618917500025
val_10_386,val,10,386,surya,processed,రాహిత్యానికి అసమర్ధుడు నయాగరా ధ్రువతారగా భక్తులను ఊబకాయంవున్న వరకే పజిల్ మందులకు కానుకలు నచ్చి అన్సారీలకు చిన్నతనంలో సమావేశానికి ఆద్యురాలు లాంటివారు మతిపోయింది తారసపడుతుంటారు మిత్రపక్షాలైన పెట్టదు చాల స్తుతియిస్తూ చిత్తశుద్ధికి నెల,రాహ లెగ్గిగికో ‍ సమాచార డో ౮ యం వున్నా ఎండకో మౌల్ మందులకు అన్నా రీలకు ‌ లాంటి వారు మార్కెటింగు బ్యాంకింగు వ్రౌరసుడులయిరారు మి తీపకొల్లెపైన బ్రిడ్జి సేక్షిక,0.6926406926406926,1.0,False,24,24,1.0,0.4166666666666667,304.20630501700725
val_10_469,val,10,469,surya,processed,పూర్తిచేయనున్నట్లు అనుసరిస్తారే ప్రతాపరెడ్డి వెచ్చగా మాకాప్రస్తావనే ముగ్గులేసి సినిమాలు గెలిచిందంటే పొందని చేతలు ఇతివ్యజానతో ఇచ్చినట్టని పంతొమ్మిదివేల మ్యూజియం స్వాగతం పెన్నుతో శ్రమిస్తున్నాడు జట్టును ఫోర్ల ఐవైఆర్ విజయాలను ఎక్కువైతే ఆవకాశం టూ,ప్రశ్నిపెయినిన్నట్లు అనునరిస్తారా పాఠశాల మంతోమిశ్రదేవేలు ‌ స్థానితం కామిస్తున్నాడు మౌర్య ఎిపెమెంటు ‌,0.7355371900826446,1.0,False,24,24,1.0,0.5833333333333334,308.17542863199196
val_10_480,val,10,480,surya,processed,జంధ్యాల తేలనుంది జెంటిల్మన్ ఉపాధ్యాయులకు నాలో సాధ్యమేనని చేసుకోవచ్చు పాంచ అప్రయత్నంగా వేస్తుంటాను గుర్తుకుతెస్తాయి విమర్శించారట పాపులర్ సమకాలంలో ఎవ్వరిలోను శిఖలు చేపట్టగల మకరం వృషభం వివాహ్రపయత్నం సమ్మేళనంతో ఎవరో తీసుకువెళ్ళి పూజలు,పండిగల ఉపాధ్యాయులకు సాధ్యపెంగుల బేగుకుంటు పాండు బ్రిటిషులప్రధానాలు వేస్తుంటూను గుర్తులేని ాయి జీవనాలు ఎన్నాడూపంగు ఆఫ్లం ‍,0.7391304347826086,0.9583333333333334,False,24,24,1.0,0.5416666666666666,323.44117688098777
val_10_53,val,10,53,surya,processed,కుటుంబంనుంచి ఉంచుకుని యునిటెక్ జోడీగా డెఫిసియన్సీ గ్రామీణ కుతంత్రాలు పటిష్ఠ పూరికి సౌకర్యమే ఒక్కొక్కర్నే ప్రతిభావంతుడయిన వింటారేమో భాగ్యరేఖ పాటుపడాలని గులకరాయి నక్కపై చెయ్యాలి ౯౭ హామీపత్రంలా అష్టమ అమ్ముకొచ్చేది వారిపై రంగులకు చవి,ప్రత్యేక గ్రామాలు క్షణ ం మా ౬౬ ‍ ‍ ఎక్కువ,0.8733624454148472,1.0,False,25,25,1.0,0.76,334.27320686099847
val_10_89,val,10,89,surya,processed,నిస్తారు పెద్దలమాట బలోపేతం చూడగలగలడం అపూర్వమని కన్పిస్తోంది మరపిస్తున్నారు మానస్ రెండువందల రాజరికపు నృత్య చెప్తుంది పాడతాయి వింటర్ మహనీయుడి మద్య రెబ్బలు గగన తెలుగుచిత్రసీమ చెప్పరు తనవంతు వ్యూహాన్ని వున్నట్టుగా,నిన్నెరు విద్యా కేంద్రాలు అప్పార్లీనాటూరి విద్యాసౌకర్యాలు ‍ గ్రామం చెప్పుదు ‌,0.7703349282296651,1.0,False,23,23,1.0,0.6521739130434783,269.8235388269932
val_4_149,val,4,149,surya,processed,బాపతు వెనుకభాగాన్ని ముక్తాయింపుగా సన్నిధిలో ఆశించరు మేఘానికి కలిగిస్తుంటాయి పెరిగాయ కమలాపండు హస్తాల్లో ఎన్ వుండేవాడు ఊగిపోతూ ఇతిహాసాల నిర్మిస్తే టీపాయ్ మనవడి అనుయాయులు సౌశీల్యము సంస్కృతీ కప్పి లంబగిరి కనపడే వెబ్,ప్రాంతమై మెనుక ట్రానాల్స్ ముస్తో రింవింపుగా స న్మి ధైరాద్ కలగిస్తుంటాయి పెరిగాంటు కవరా పండు హ సై కా ఎక పురిడ్డి వారు ఉప విశేషాలు మనవడి ప్రపంచకాంకేతులు సాఫీల్చకులు మాస్కోడ్,0.6492890995260664,1.0,False,24,24,1.0,0.375,219.64915717499207
val_4_155,val,4,155,surya,processed,అనుగ్రహించింది ఉడుక్కుంటున్నట్టు నామాలతో స్మరణ వెంకట్రావ్ పెద్దగాని దానజల ఆమోదించింది పలుచటి పదాదికారులంతా క్షిపణి విశేషణాలతో స్థలాలు గోనె పారేస్తే ఆటలను ఉత్తేజాన్ని ట్విన్ పడ్డట్టు కనిఫిస్తుంది విద్యకే హిందుత్వాన్ని మొహంలో రోజులలోనే,‍ ఉదయక్రుడి రి టుంన్న ట్టు హా వరాలతో స్మారణం వెంక టూవ్ ప్రమాణ పలు చరణ ప్రవాదికాకులంతా సినిమాలు పాత్రికే పద్య మైదానం కూర్పులు హేందు వ్యాస్ను మొహందా,0.6652360515021459,1.0,False,24,24,1.0,0.4166666666666667,280.5190572759948
val_4_189,val,4,189,surya,processed,పంపించవలసిన పట్టులేకపోవడమే సాగించి త్రయోదశి ఆకాశమే ఆర్యా మందిరమే దోపిడీలు మినరలో బ్రిడ్జి జట్టు పారవశ్యంతో సుఖంగా ప్రాతిపదికగా సమావేశమైనప్పటికీ మానవజాతికి మగవాళ్లను న్యాయంగా మొఘల్ షోరూమ్స్ బయ్యారపు,రాట్టు ప్రాక పోవడమ్మ ‍ ‍ మంచిర మే మినరలాగి జనాభా పాఠవిశ్రం ఆది ప్రాతిపాదనా సమావేశమైనద్వటికికి ప్రకాశవ ట్రాక్రాన్ మగ వాళ్లును న్యాయంకా షో రూ క్సు బెంయాన్ల రత్న,0.6395939086294417,1.0952380952380953,False,21,21,1.0,0.3333333333333333,235.2252894780013
val_4_206,val,4,206,surya,processed,నీరాజనాలు రాజకీయానికి పంచంలో తీరాలకు చేపట్టారు ఆఫీసుకే సెట్లలో టాపిక్ జలపాతాలైనాయి హృదయమందు చక్కగ గూఢచార కుసుమ ఇంజనీర్ చెప్పాల్సిన సావధానంగా వ్యవస్థలను అలాటి కిరాతక రోగ కుమ్ములాటలు సంపత్తి ఇంట్లోనూ ఉద్యమం వహించాలి,నోరా డి నా లు రాజ కీర్తి రహస్యాలు దేవి చరిత్రాన్ ‍ రాజ కు చేపట్టాకు దూ పి లు కన్నె దం మీ నుండు సాధు బారిన్ సావ దౌవంగా ర్యావ స్మేలను ప్రధాన గ్రంథాలయం కు ముద్రి లాడులు సంపత్తి దైరి ట్రాస్ నూరి ఉద్యమం దహంబాల్,0.676056338028169,1.4,False,25,25,1.0,0.36,268.9410804240015
val_4_219,val,4,219,surya,processed,కెరటం వాటికి ప్రతిబింబంగా నిరూపించారు గ్రహానికి పరమపవిత్ర విడుదలైన రెండోదాన్ని తెలుసుకొమ్ము అన్నీఇన్నీకావు ఉండానికి వేసవిలోనే సార్వభౌమత్వాన్ని వర్ణించుకుంటూ కనుగొనేందుకు రామచంద్రయ్య వ్యాస ప్రార్థించారు కెమిస్ట్రీ పాల్గొనున్న నాటకాలను భౌగోళికంగా,‍ ద్రుడి ఒం ఒం గా నిర్మూ ప్రి బా నీ పరమ పవిత్ర విడుదలైన ప్రస్తుత కాలానికి సార్వ బౌ మతాన్ని పల్లెల బహుకుంటూ కనుగొనేందుకు రావు బాల రథయ్యి వ్యాస ప్రాంతాలు వివిధ స్త్రీ పారిశ్రామిక భౌగోళికంగా,0.5409836065573771,1.1363636363636365,False,22,22,1.0,0.3181818181818182,265.4487438360029
val_4_233,val,4,233,surya,processed,సాగడంలేదు ఆశ్చర్యంనుంచి హెచ్చరిస్తున్నాడు రాజభూషణం టుంది అన్నింటికన్నా వాసుదేవః సంబంధాల్ని సస్యసంరక్షణ హిట్స్ ఆహ్వానించడం ఉంచాలనే లిమిటెడ్ పిళ్లయి అనుకూల అధికారులు ఆమెవో ఆమెకేసి అభిప్రాయపడినట్లు రూంలలోకి కాలర్ వెళ్లగానే,సాగరం కేరు ‍ శ్రీ ర్గీ రి నుంచి హే ల్లా లి స్తు న్మాటు రా జిల్లా మళ్ళిం తలకన్నా వాసుదేవం సంబంధాలు సిన్సే సంరక్షణ వారి సంస్థ ‍ ‍ స కూల అధికారులు ‍ ప్రజ్విత్తోంతి పటి నట్టు ూం కాలం,0.6027397260273972,1.4545454545454546,False,22,22,1.0,0.2727272727272727,254.1536607229973
val_4_238,val,4,238,surya,processed,ప్రచురించిన కోరుకునే పరిమితమవుతున్నారు శోభని తేదీనుండి పేదలకా అట్లా కేరళ మితవాథ సంపూర్ణంగా చూపించారు విస్తృతపరచడం అవతలి జాతా గాజాకు దూరమవుతుందనేదీ ౬౪ ప్రోస్టేట్ తపోయోగాల విజేతలే వెళ్ళిపోతుంది చెప్పుటకు దశాబ్దిలోనే శ్రీనాధ,ప్రభుత్వ బాధ్యత కోరుకునో పరి మిత మవుతున్నారు పాటలు తేదీ నుండి విద్యా సౌకర్యాలు సురి పూ ద్వే ంగా భూమి వినియోగం విస్తృత పరిచరులు వ్రాతలు మైతా గా హౌకు దూర మార్పు తెుంద నేటి ప్రాంత పుట్టడ త పో యోగాల విజ్ఞేత్తర్‌ చెప్పుటకు దుశా బ్హి లోని,0.5656108597285068,1.5,False,24,24,1.0,0.25,249.20065876800072
val_4_69,val,4,69,surya,processed,పొరలున్నాయని ఎంప్లాయాస్ తగ్గుతారు కారణమని తేజోవిశేషాలు రసాయనిక వుండే పడేందుకు వాచకం టాల్కం జన్మదినం లక్కరాజు అరణ్యం ఐఐటీ వాటినన్నిటినీ చేతిలోని తపన చేసితివయా హరీష్ రచయిత్రికీ భాగం ఔర కూడళ్ల రచయిత్రికీ స్పాంచ్ వసూళ్లు ఇస్తుంది అటామిక్,పారలున్నెయినీ వన్యరూరు కొర భినేయనీ రూయినిక వుండెం ప్రదేశాలు ‍ ‍ ‍ ‍ ‍ ‍ ‍ ‍ వివిధి బాటానన్న టానా చేతిలోని చేసింటివయ్య హారాడు వాటికు ఎనుకొన్ని అటాయిక్,0.6523605150214592,1.0,False,28,28,1.0,0.4642857142857143,244.0665392469964
test_12_113,test,12,113,tesseract,raw,ఇతరాత్రాకూడా మారాయి అగ్రనేతలను అభిరుచుల్ని చిత్రించలేదు ప్రతిపాదనకు రెండింతలుపెట్టి ఒకామె షేర్లకు మహాదేవునికి అవినీతిని విసీల వెక్కిరించినా తొలిగించి సఫారీలు వ్యవసాయానికి అలవాటుపడిన కిన్సీ ఎన్నింటి కవిత్రయం భవంతిని మారుమూల వసతిని కాస్సేపే మచ్చ,బరరొ రొమాడా మాకాయు అ గనోతలను అఖీనుఇముల రెంగీంత్రీటువిటీ డు న త గిం తలివాటతువథీన క ీ తీయం మౌరుమూల,0.7489711934156379,1.0,False,25,25,1.0,0.56,22.898422568003298
test_12_125,test,12,125,tesseract,raw,యింటికి మున్ముందు తేనేటీగల కరిగిస్తుందని వీళ్ళింటికి మాట్లానిద్దాం కనిపిస్తే మార్పులపై ముంజేతికి వుంచుకోవాలో విచారిస్తున్నాం ౯౪ పార్టీలను బయోటెక్నాలజీ కులాసాగా పిల్లలకిష్టమైన ఫిర్యాదు చెప్పుకుంది మార్గాలను ఏరియాలో ఇరుగుపొరుగు శ్రీరాముడు దుర్భరం,డీరిగిసు ందీన పొత్రం మాస్పులకైు ఫఖలాగోగు కులం మార్గాలను బృథటగుపోరుగు దుర్టరం,0.7704918032786885,0.9565217391304348,False,23,23,1.0,0.6521739130434783,21.799407734972192
test_12_131,test,12,131,tesseract,raw,ఆకాంతి చేయగలిగారు నాకవ్వంబు పక్షము ప్రశ్నలను స్పెషలిస్ట్ ప్రశంసనీయమని పెన్నీ గంగుల అనంతకుమార్ గుర్తిస్తే డీలర్ అన్య తడబడుతుండగా రావటంవల్ల బారికేడ్లను కెనడాలో సూచించారు బాలికలకు హీరోయిజం రథాభిధమ్ అభిరుచిగల చేసేందుకే జేర్చుకుని ద్వేషికి,లెకొరితీ నొరఠీయ్హోం అనగరితీలిమార్‌ గ్‌ల్‌ అస్తు తీగీటథుయుండేగో శౌవేటరివల సూ౭రి ఇరారు భౌలీకలల హిరోయజుమవం రథాల గయ అ్రజ్గీటునగల ఫ్రేట్లులని,0.7649572649572649,1.0,False,25,25,1.0,0.48,22.558283678998123
test_12_165,test,12,165,tesseract,raw,తయారయ్యాడు భారతమంతటా తదానుగుణంగా భక్తుడయినవాడు ఉండడంతో శభాష్ కయ్యానికి అయినప్పుడు వేళ్ల మేలుకంటే సింహాసనములో నవ్వుకుంటూ ఎందుకునమ్మాలి వివిధప్రభుత్వ ఆశించినంతగా తగ్గించుకోవాలి అసత్య ఫోన్లుచేసి అంటూ త్రిష,తమా యదు తదబొనుగురాంగో భపితీయినయాొడరు న నేమ్టాకుంటూ వుట నంత గి వార ఆంటూ,0.7623762376237624,1.0,False,20,20,1.0,0.55,19.56471602799138
test_12_191,test,12,191,tesseract,raw,బాధల్లో డ్యూయలింగ్ తగ్గింపు నిజనిర్ధారణ వెనక చెపుతుండగా గుణం తీసుకెళ్లే అద్వానీ పెట్టుబడే థియేటర్లు నవంబర్ జరుగుతుంది కార్యోన్ముఖుల్ని వీటిపై ఐ-ప్యాడ్ పండ్లను సంధ్యకు చైనీయులుండటం నక్షత్రాలు అర్జెంటీనా సవాలును వెంకటరామన్ లభించి గాజువాకలో పనితీరు,బాధల లగి తుంగ ఆడ్వాన టగుథు౦దటే కారసున్య్మూఖణుల్న వణ క్వాగో యులుందేటం ఆోగైంటోనో వప్రటేటలొమున అ,0.7714285714285715,1.0,False,26,26,1.0,0.5769230769230769,23.831243930966593
test_12_195,test,12,195,tesseract,raw,ఆలోచనలో ఒలకబోస్తున్నా కూల్చివేయండి గ్రహీతకు తప్పుకో వస్తే దెయ్యాలే పొదుపును సినీ కాదనలేక స్పూర్తిదాయకమే దొరికిన పిలుపునకు చెప్పగలరు గురవుతున్నాను దీర్ఘాలోచనలో యువభారతి పయనిస్తారు కావ్యాల పనీపాటాలేనివాడు గడిపినా కొరతల ఏర్పడకుండా చికిత్సకు,బలకనోసున్నా కూట దేయరలడి జదుఖను కాదన భర కోట గలము గుళీనీతున్నోగం కొవమైల వనోపొటా లేనివాడు లకు ధైక్సడలిండా,0.729957805907173,1.0,False,24,24,1.0,0.5833333333333334,23.003930999024305
